Date,UserID,JobID,Event
2022/1/11 3:19,234,455,view_similar_positions
2022/1/11 3:19,1574,498,summary
2022/1/11 3:22,1574,498,detail_description
2022/1/11 3:23,237,248,summary
2022/1/11 3:24,1574,498,view_employer_profile
2022/1/11 3:24,237,248,detail_description
2022/1/11 3:27,1282,24,summary
2022/1/11 3:30,1282,24,detail_description
2022/1/11 3:32,1282,24,view_similar_positions
2022/1/11 3:36,1066,223,summary
2022/1/11 3:38,1066,223,detail_description
2022/1/11 3:40,1066,223,view_employer_profile
2022/1/11 3:41,547,270,summary
2022/1/11 3:42,547,270,detail_description
2022/1/11 3:42,1066,223,view_similar_positions
2022/1/11 3:55,412,402,summary
2022/1/11 3:55,412,402,detail_description
2022/1/11 3:57,412,402,view_employer_profile
2022/1/11 4:04,1105,214,summary
2022/1/11 4:06,1105,214,detail_description
2022/1/11 4:06,1105,214,view_similar_positions
2022/1/11 4:23,609,328,summary
2022/1/11 4:25,609,328,detail_description
2022/1/11 4:25,402,516,summary
2022/1/11 4:28,402,516,detail_description
2022/1/11 4:30,402,516,view_similar_positions
2022/1/11 4:40,693,456,summary
2022/1/11 4:42,693,456,detail_description
2022/1/11 4:45,693,456,view_similar_positions
2022/1/11 4:49,769,148,summary
2022/1/11 4:50,769,148,detail_description
2022/1/11 4:59,559,343,summary
2022/1/11 5:02,559,343,detail_description
2022/1/11 5:05,897,134,summary
2022/1/11 5:05,897,134,detail_description
2022/1/11 5:29,1651,303,summary
2022/1/11 5:31,1651,303,detail_description
2022/1/11 5:40,231,357,summary
2022/1/11 5:51,895,19,summary
2022/1/11 5:53,895,19,detail_description
2022/1/11 5:55,1315,495,summary
2022/1/11 5:56,895,19,view_similar_positions
2022/1/11 5:56,1315,495,detail_description
2022/1/11 5:59,1315,495,view_employer_profile
2022/1/11 6:19,375,181,summary
2022/1/11 6:19,375,181,detail_description
2022/1/11 6:28,684,486,summary
2022/1/11 6:30,684,486,detail_description
2022/1/11 6:32,684,486,view_similar_positions
2022/1/11 6:38,1526,576,summary
2022/1/11 6:39,1526,576,detail_description
2022/1/11 6:40,1526,576,view_employer_profile
2022/1/11 6:41,1526,576,view_similar_positions
2022/1/11 6:42,129,33,summary
2022/1/11 6:45,129,33,detail_description
2022/1/11 6:50,1075,322,summary
2022/1/11 6:52,617,265,summary
2022/1/11 6:52,1075,322,detail_description
2022/1/11 6:53,1075,322,view_similar_positions
2022/1/11 6:53,617,265,detail_description
2022/1/11 6:54,617,265,view_similar_positions
2022/1/11 7:28,1335,342,summary
2022/1/11 7:30,1335,342,detail_description
2022/1/11 7:53,880,88,summary
2022/1/11 7:55,880,88,detail_description
2022/1/11 7:57,880,88,view_similar_positions
2022/1/11 7:59,1218,120,summary
2022/1/11 8:01,1218,120,detail_description
2022/1/11 8:03,1218,120,view_similar_positions
2022/1/11 8:05,936,195,summary
2022/1/11 8:05,936,195,detail_description
2022/1/11 8:07,936,195,view_employer_profile
2022/1/11 8:10,846,312,summary
2022/1/11 8:11,846,312,view_similar_positions
2022/1/11 8:13,1673,574,summary
2022/1/11 8:14,1673,574,detail_description
2022/1/11 8:16,1673,574,view_employer_profile
2022/1/11 8:17,1673,574,view_similar_positions
2022/1/11 8:18,502,353,summary
2022/1/11 8:19,502,353,detail_description
2022/1/11 8:24,1179,127,summary
2022/1/11 8:25,1179,127,detail_description
2022/1/11 8:27,1179,127,view_employer_profile
2022/1/11 8:30,1179,127,view_similar_positions
2022/1/11 8:31,1758,362,summary
2022/1/11 8:32,1758,362,detail_description
2022/1/11 8:34,1758,362,view_employer_profile
2022/1/11 8:36,1321,129,summary
2022/1/11 8:37,1321,129,detail_description
2022/1/11 8:38,1321,129,view_employer_profile
2022/1/11 8:38,1321,129,view_similar_positions
2022/1/11 8:45,1046,461,summary
2022/1/11 8:47,1046,461,detail_description
2022/1/11 8:52,1185,410,summary
2022/1/11 8:55,1185,410,detail_description
2022/1/11 9:16,1418,98,summary
2022/1/11 9:17,861,43,summary
2022/1/11 9:17,1418,98,detail_description
2022/1/11 9:18,861,43,detail_description
2022/1/11 9:20,1418,98,view_similar_positions
2022/1/11 9:20,861,43,view_employer_profile
2022/1/11 9:34,849,99,summary
2022/1/11 9:37,849,99,detail_description
2022/1/11 9:38,849,99,view_similar_positions
2022/1/11 10:19,1776,428,summary
2022/1/11 10:21,1776,428,detail_description
2022/1/11 10:22,506,387,summary
2022/1/11 10:23,506,387,detail_description
2022/1/11 10:23,1776,428,view_similar_positions
2022/1/11 10:23,506,387,view_employer_profile
2022/1/11 10:53,291,198,summary
2022/1/11 10:54,291,198,detail_description
2022/1/11 10:56,291,198,view_employer_profile
2022/1/11 10:58,291,198,view_similar_positions
2022/1/11 11:01,302,595,summary
2022/1/11 11:04,302,595,detail_description
2022/1/11 11:05,302,595,view_employer_profile
2022/1/11 11:05,302,595,view_similar_positions
2022/1/11 11:05,116,494,summary
2022/1/11 11:07,116,494,detail_description
2022/1/11 11:07,1208,434,summary
2022/1/11 11:08,1208,434,detail_description
2022/1/11 11:09,116,494,view_similar_positions
2022/1/11 11:19,160,375,summary
2022/1/11 11:20,160,375,detail_description
2022/1/11 11:23,1091,216,summary
2022/1/11 11:25,1091,216,detail_description
2022/1/11 11:27,1091,216,view_similar_positions
2022/1/11 11:53,1164,117,summary
2022/1/11 11:53,1164,117,detail_description
2022/1/11 12:03,1107,2,summary
2022/1/11 12:05,1107,2,detail_description
2022/1/11 12:06,1107,2,view_employer_profile
2022/1/11 12:11,1794,491,summary
2022/1/11 12:12,1794,491,detail_description
2022/1/11 12:15,1794,491,view_similar_positions
2022/1/11 12:32,1045,182,summary
2022/1/11 12:35,1045,182,detail_description
2022/1/11 12:36,1045,182,view_employer_profile
2022/1/11 12:45,990,537,summary
2022/1/11 12:46,1684,172,summary
2022/1/11 12:47,990,537,detail_description
2022/1/11 12:48,1684,172,detail_description
2022/1/11 12:49,1684,172,view_employer_profile
2022/1/11 13:09,615,523,summary
2022/1/11 13:09,615,523,detail_description
2022/1/11 13:12,615,523,view_similar_positions
2022/1/11 13:12,1582,317,summary
2022/1/11 13:13,1582,317,detail_description
2022/1/11 13:13,890,0,summary
2022/1/11 13:15,1582,317,view_similar_positions
2022/1/11 13:16,890,0,detail_description
2022/1/11 13:19,654,263,summary
2022/1/11 13:21,654,263,detail_description
2022/1/11 13:21,654,263,view_employer_profile
2022/1/11 13:32,577,100,summary
2022/1/11 13:35,577,100,detail_description
2022/1/11 13:38,577,100,view_similar_positions
2022/1/11 13:43,567,238,summary
2022/1/11 13:44,567,238,detail_description
2022/1/11 13:59,803,177,summary
2022/1/11 13:59,803,177,detail_description
2022/1/11 13:59,1394,483,summary
2022/1/11 14:00,803,177,view_similar_positions
2022/1/11 14:01,1394,483,detail_description
2022/1/11 14:01,1394,483,view_employer_profile
2022/1/11 14:03,1394,483,view_similar_positions
2022/1/11 14:39,936,484,summary
2022/1/11 14:40,936,484,detail_description
2022/1/11 14:40,936,484,view_similar_positions
2022/1/11 14:48,1510,486,summary
2022/1/11 14:49,1510,486,detail_description
2022/1/11 14:52,1510,486,view_similar_positions
2022/1/11 14:53,104,0,summary
2022/1/11 14:54,104,0,detail_description
2022/1/11 14:54,104,0,view_employer_profile
2022/1/11 14:56,104,0,view_similar_positions
2022/1/11 15:03,26,353,summary
2022/1/11 15:05,26,353,detail_description
2022/1/11 15:29,621,91,summary
2022/1/11 15:30,621,91,view_employer_profile
2022/1/11 15:31,791,330,summary
2022/1/11 15:32,621,91,view_similar_positions
2022/1/11 15:32,791,330,detail_description
2022/1/11 15:34,791,330,view_similar_positions
2022/1/11 15:41,82,301,summary
2022/1/11 15:41,82,301,detail_description
2022/1/11 15:42,82,301,view_employer_profile
2022/1/11 15:48,612,280,summary
2022/1/11 15:49,612,280,detail_description
2022/1/11 15:50,612,280,view_similar_positions
2022/1/11 15:53,681,257,summary
2022/1/11 15:55,681,257,detail_description
2022/1/11 15:58,681,257,view_employer_profile
2022/1/11 16:05,229,122,summary
2022/1/11 16:08,229,122,detail_description
2022/1/11 16:10,229,122,view_employer_profile
2022/1/11 17:02,587,60,summary
2022/1/11 17:03,587,60,detail_description
2022/1/11 17:04,587,60,view_similar_positions
2022/1/11 17:19,1427,3,summary
2022/1/11 17:19,1427,3,detail_description
2022/1/11 17:20,317,243,summary
2022/1/11 17:21,1427,3,view_similar_positions
2022/1/11 17:21,317,243,detail_description
2022/1/11 17:22,1189,316,summary
2022/1/11 17:22,317,243,view_similar_positions
2022/1/11 17:24,1189,316,detail_description
2022/1/11 17:28,768,354,summary
2022/1/11 17:30,768,354,detail_description
2022/1/11 17:31,1346,482,summary
2022/1/11 17:33,1346,482,detail_description
2022/1/11 17:34,294,493,summary
2022/1/11 17:34,294,493,detail_description
2022/1/11 17:35,1346,482,view_employer_profile
2022/1/11 17:37,1576,511,summary
2022/1/11 17:37,294,493,view_similar_positions
2022/1/11 17:38,1576,511,detail_description
2022/1/11 17:39,1576,511,view_employer_profile
2022/1/11 17:40,617,382,summary
2022/1/11 17:40,617,382,detail_description
2022/1/11 18:04,1541,35,summary
2022/1/11 18:06,1541,35,detail_description
2022/1/11 18:17,1465,422,summary
2022/1/11 18:18,1465,422,detail_description
2022/1/11 18:19,433,322,summary
2022/1/11 18:20,1465,422,view_similar_positions
2022/1/11 18:21,433,322,detail_description
2022/1/11 18:35,99,353,summary
2022/1/11 18:37,99,353,detail_description
2022/1/11 18:38,1711,266,summary
2022/1/11 18:39,1711,266,detail_description
2022/1/11 18:40,233,446,summary
2022/1/11 18:41,233,446,detail_description
2022/1/11 18:42,233,446,view_similar_positions
2022/1/11 18:44,662,530,summary
2022/1/11 18:44,662,530,detail_description
2022/1/11 18:45,662,530,view_employer_profile
2022/1/11 18:47,662,530,view_similar_positions
2022/1/11 18:49,1030,246,summary
2022/1/11 18:52,1030,246,detail_description
2022/1/11 19:07,164,242,summary
2022/1/11 19:10,164,242,detail_description
2022/1/11 19:10,1540,137,summary
2022/1/11 19:11,1540,137,detail_description
2022/1/11 19:11,164,242,view_similar_positions
2022/1/11 19:14,1540,137,view_employer_profile
2022/1/11 19:16,1540,137,view_similar_positions
2022/1/11 19:29,254,203,summary
2022/1/11 19:31,254,203,detail_description
2022/1/11 19:33,254,203,view_similar_positions
2022/1/11 19:40,504,113,summary
2022/1/11 19:41,504,113,detail_description
2022/1/11 19:42,504,113,view_similar_positions
2022/1/11 19:47,1517,102,summary
2022/1/11 19:49,1517,102,detail_description
2022/1/11 19:52,1716,461,summary
2022/1/11 19:53,1716,461,detail_description
2022/1/11 19:55,1716,461,view_employer_profile
2022/1/11 19:56,1716,461,view_similar_positions
2022/1/11 20:03,1496,286,summary
2022/1/11 20:05,1496,286,detail_description
2022/1/11 20:07,1496,286,view_similar_positions
2022/1/11 20:08,270,112,summary
2022/1/11 20:08,270,112,detail_description
2022/1/11 20:09,270,112,view_similar_positions
2022/1/11 20:16,1074,536,summary
2022/1/11 20:17,1074,536,detail_description
2022/1/11 20:18,1202,165,summary
2022/1/11 20:19,1074,536,view_similar_positions
2022/1/11 20:20,1202,165,view_employer_profile
2022/1/11 20:23,1202,165,view_similar_positions
2022/1/11 20:32,1568,93,summary
2022/1/11 20:32,333,455,summary
2022/1/11 20:33,333,455,detail_description
2022/1/11 20:35,1568,93,detail_description
2022/1/11 20:37,1568,93,view_similar_positions
2022/1/11 21:14,1075,71,summary
2022/1/11 21:16,1075,71,detail_description
2022/1/11 21:32,25,73,summary
2022/1/11 21:34,25,73,detail_description
2022/1/11 21:35,315,300,summary
2022/1/11 21:35,271,115,summary
2022/1/11 21:35,315,300,detail_description
2022/1/11 21:35,1668,177,summary
2022/1/11 21:37,271,115,detail_description
2022/1/11 21:38,1668,177,detail_description
2022/1/11 21:38,271,115,view_similar_positions
2022/1/11 21:38,1779,118,summary
2022/1/11 21:40,1668,177,view_employer_profile
2022/1/11 21:40,1779,118,detail_description
2022/1/11 21:41,589,95,summary
2022/1/11 21:41,589,95,detail_description
2022/1/11 21:53,1141,173,summary
2022/1/11 21:56,1141,173,detail_description
2022/1/11 22:01,1662,17,summary
2022/1/11 22:03,1662,17,view_similar_positions
2022/1/11 22:09,1134,299,summary
2022/1/11 22:11,1134,299,detail_description
2022/1/11 22:30,1065,223,summary
2022/1/11 22:31,679,394,summary
2022/1/11 22:32,1065,223,detail_description
2022/1/11 22:33,679,394,detail_description
2022/1/11 22:34,87,34,summary
2022/1/11 22:35,1065,223,view_similar_positions
2022/1/11 22:36,87,34,detail_description
2022/1/11 22:39,87,34,view_employer_profile
2022/1/11 22:48,399,178,summary
2022/1/11 22:49,1337,508,summary
2022/1/11 22:50,399,178,detail_description
2022/1/11 22:51,1337,508,detail_description
2022/1/11 22:51,1337,508,view_employer_profile
2022/1/11 23:27,489,40,summary
2022/1/11 23:27,489,40,detail_description
2022/1/11 23:28,1787,376,summary
2022/1/11 23:30,1787,376,detail_description
2022/1/11 23:49,1441,118,summary
2022/1/11 23:52,1441,118,detail_description
2022/1/11 23:53,1441,118,view_employer_profile
2022/1/11 23:55,1441,118,view_similar_positions
2022/1/11 23:57,1551,502,summary
2022/1/11 23:59,1551,502,detail_description
2022/1/12 0:17,926,270,summary
2022/1/12 0:18,264,379,summary
2022/1/12 0:20,926,270,detail_description
2022/1/12 0:20,736,258,summary
2022/1/12 0:21,926,270,view_employer_profile
2022/1/12 0:21,264,379,detail_description
2022/1/12 0:22,926,270,view_similar_positions
2022/1/12 0:23,736,258,detail_description
2022/1/12 0:29,1370,148,summary
2022/1/12 0:29,1370,148,detail_description
2022/1/12 0:32,1370,148,view_similar_positions
2022/1/12 0:50,336,512,summary
2022/1/12 0:51,336,512,detail_description
2022/1/12 1:09,194,214,summary
2022/1/12 1:12,194,214,detail_description
2022/1/12 1:14,194,214,view_employer_profile
2022/1/12 1:24,254,343,summary
2022/1/12 1:33,1752,347,summary
2022/1/12 1:35,1752,347,detail_description
2022/1/12 1:36,1752,347,view_similar_positions
2022/1/12 1:42,1700,374,summary
2022/1/12 1:42,1700,374,detail_description
2022/1/12 1:55,753,40,summary
2022/1/12 1:56,753,40,detail_description
2022/1/12 2:13,1617,2,summary
2022/1/12 2:14,514,422,summary
2022/1/12 2:14,1617,2,detail_description
2022/1/12 2:15,1175,440,summary
2022/1/12 2:15,589,55,summary
2022/1/12 2:15,1175,440,detail_description
2022/1/12 2:16,589,55,detail_description
2022/1/12 2:16,514,422,detail_description
2022/1/12 2:17,589,55,view_similar_positions
2022/1/12 2:17,1175,440,view_similar_positions
2022/1/12 2:17,1617,2,view_employer_profile
2022/1/12 2:18,148,500,summary
2022/1/12 2:19,148,500,detail_description
2022/1/12 2:20,148,500,view_similar_positions
2022/1/12 2:21,1547,109,summary
2022/1/12 2:24,1547,109,view_employer_profile
2022/1/12 2:26,1547,109,view_similar_positions
2022/1/12 2:44,465,237,summary
2022/1/12 2:46,465,237,detail_description
2022/1/12 2:52,432,398,summary
2022/1/12 2:53,432,398,detail_description
2022/1/12 2:55,432,398,view_employer_profile
2022/1/12 3:02,851,598,summary
2022/1/12 3:05,851,598,detail_description
2022/1/12 3:24,583,132,summary
2022/1/12 3:24,583,132,detail_description
2022/1/12 3:25,250,565,summary
2022/1/12 3:26,789,394,summary
2022/1/12 3:26,250,565,detail_description
2022/1/12 3:26,250,565,view_employer_profile
2022/1/12 3:27,583,132,view_similar_positions
2022/1/12 3:27,789,394,detail_description
2022/1/12 3:28,250,565,view_similar_positions
2022/1/12 3:29,789,394,view_employer_profile
2022/1/12 3:29,789,394,view_similar_positions
2022/1/12 3:32,1544,47,summary
2022/1/12 3:33,1544,47,detail_description
2022/1/12 3:45,599,541,summary
2022/1/12 3:46,599,541,detail_description
2022/1/12 3:48,599,541,view_employer_profile
2022/1/12 3:57,86,351,summary
2022/1/12 3:57,1188,355,summary
2022/1/12 3:57,86,351,detail_description
2022/1/12 3:58,86,351,view_employer_profile
2022/1/12 3:59,1188,355,detail_description
2022/1/12 3:59,487,30,summary
2022/1/12 4:00,487,30,detail_description
2022/1/12 4:02,487,30,view_similar_positions
2022/1/12 4:09,1325,413,summary
2022/1/12 4:09,1325,413,detail_description
2022/1/12 4:12,1325,413,view_employer_profile
2022/1/12 4:12,1325,413,view_similar_positions
2022/1/12 4:24,1219,176,summary
2022/1/12 4:25,1219,176,detail_description
2022/1/12 4:50,921,592,summary
2022/1/12 4:52,921,592,view_similar_positions
2022/1/12 4:58,129,114,summary
2022/1/12 5:01,129,114,detail_description
2022/1/12 5:01,151,179,summary
2022/1/12 5:04,151,179,detail_description
2022/1/12 5:06,151,179,view_employer_profile
2022/1/12 5:20,1742,418,summary
2022/1/12 5:20,1742,418,detail_description
2022/1/12 5:23,172,486,summary
2022/1/12 5:23,172,486,detail_description
2022/1/12 5:25,172,486,view_employer_profile
2022/1/12 5:26,172,486,view_similar_positions
2022/1/12 5:42,318,503,summary
2022/1/12 5:43,318,503,detail_description
2022/1/12 5:45,318,503,view_similar_positions
2022/1/12 6:08,132,177,summary
2022/1/12 6:09,132,177,detail_description
2022/1/12 6:09,132,177,view_similar_positions
2022/1/12 6:10,1616,375,summary
2022/1/12 6:16,898,200,summary
2022/1/12 6:17,898,200,detail_description
2022/1/12 6:19,898,200,view_employer_profile
2022/1/12 6:34,209,213,summary
2022/1/12 6:35,815,21,summary
2022/1/12 6:36,209,213,detail_description
2022/1/12 6:37,1128,89,summary
2022/1/12 6:37,815,21,detail_description
2022/1/12 6:38,120,479,summary
2022/1/12 6:38,1128,89,detail_description
2022/1/12 6:38,209,213,view_employer_profile
2022/1/12 6:40,120,479,detail_description
